iter	RMSE
1505	0.06751273537
1506	0.06748510983
1507	0.06746730371
1508	0.06744132271
1509	0.06737553649
1510	0.06737334909
1511	0.06735895121
1512	0.06733226763
1513	0.06728344784
1514	0.06726337584
1515	0.06723183671
1516	0.06717426005
1517	0.06713966055
1518	0.06712864974
1519	0.06711661869
1520	0.06710184168
1521	0.0670356576
1522	0.06698986664
1523	0.06698900489
1524	0.06696972204
1525	0.06694685915
1526	0.06693357391
1527	0.06690654503
1528	0.06688603471
1529	0.06685417293
1530	0.06685210106
1531	0.06684032106
1532	0.06682201661
1533	0.0668035107
1534	0.06677986036
1535	0.06676023945
1536	0.06674688672
1537	0.06669486467
1538	0.06667267655
1539	0.06664224418
1540	0.06661117549
1541	0.06658750008
1542	0.06655450829
1543	0.06653487621
1544	0.06645167491
1545	0.06643811847
1546	0.06637093648
1547	0.06636245666
1548	0.06634029848
1549	0.06632053847
1550	0.06627742735
1551	0.06626449224
1552	0.06624097904
1553	0.06620025138
1554	0.06618793127
1555	0.06616566911
1556	0.06615708928
1557	0.06614577267
1558	0.0661445542
1559	0.06609114117
1560	0.06603640262
1561	0.0660156589
1562	0.06600477514
1563	0.06597899996
1564	0.0659644007
1565	0.06595356831
1566	0.065931308
1567	0.06590188339
1568	0.06588265975
1569	0.06587489768
1570	0.06584088461
1571	0.06581458149
1572	0.06579745293
1573	0.06577199479
1574	0.06573187595
1575	0.06567105448
1576	0.06565209785
1577	0.06560581464
1578	0.06556876593
1579	0.06554720374
1580	0.06552935249
1581	0.0654657188
1582	0.06544120409
1583	0.06542611629
1584	0.06541919306
1585	0.06538498551
1586	0.06534907278
1587	0.0653475757
1588	0.0653044792
1589	0.06528393507
1590	0.06526909422
1591	0.0652197093
1592	0.06519775495
1593	0.06516920113
1594	0.06513999503
1595	0.06511564281
1596	0.06509265241
1597	0.06501180324
1598	0.06498375424
1599	0.0649588532
1600	0.06493451137
1601	0.06490374009
1602	0.06484421129
1603	0.06482649439
1604	0.06476965053
1605	0.06473667234
1606	0.06469589395
1607	0.06468999808
1608	0.06466936239
1609	0.06464254532
1610	0.06462796316
1611	0.06462295232
1612	0.06459685654
1613	0.0645799157
1614	0.06453296901
1615	0.06451746418
1616	0.06449990642
1617	0.06448201384
1618	0.06447561561
1619	0.06447255148
1620	0.0644563491
1621	0.06443902106
1622	0.06441095473
1623	0.06436523165
1624	0.06435166965
1625	0.06432915141
1626	0.06432022178
1627	0.06426506074
1628	0.06425992094
1629	0.06418618246
1630	0.06418475969
1631	0.06416246486
1632	0.06413613767
1633	0.06406739411
1634	0.06402387361
1635	0.06398366263
1636	0.06397465593
1637	0.06394658727
1638	0.06393105151
1639	0.06390806587
1640	0.06389459899
1641	0.06388347577
1642	0.06387601142
1643	0.06385930434
1644	0.06383139492
1645	0.06381635721
1646	0.06377177212
1647	0.06373145818
1648	0.06370125357
1649	0.06367322791
1650	0.0636581817
1651	0.06364194107
1652	0.06362961732
1653	0.06357312225
1654	0.0635509812
1655	0.06354508065
1656	0.0635345116
1657	0.06351695175
1658	0.0635071906
1659	0.06349643084
1660	0.06346823587
1661	0.06345420814
1662	0.06344676281
1663	0.06340299722
1664	0.0633995662
1665	0.06338657435
1666	0.06337128063
1667	0.06336689491
1668	0.06336536148
1669	0.06333792154
1670	0.06333118287
1671	0.06330882671
1672	0.06329908026
1673	0.06327993257
1674	0.06327153302
1675	0.06324786383
1676	0.06321676852
1677	0.06321560313
1678	0.06318241855
1679	0.06316491128
1680	0.06313930624
1681	0.06310523927
1682	0.06308824661
1683	0.06307231781
1684	0.06306280307
1685	0.06304136197
1686	0.06303694712
1687	0.0630357204
1688	0.06301160137
1689	0.06300695734
1690	0.06296767699
1691	0.06295712373
1692	0.06293595274
1693	0.06292724932
1694	0.0629098782
1695	0.06284707687
1696	0.06283311336
1697	0.06279418123
1698	0.06277492554
1699	0.06276443105
1700	0.06273760679
1701	0.06272807366
1702	0.06270329925
1703	0.06267197893
1704	0.06264675697
1705	0.06261957698
1706	0.06259987689
1707	0.06255382058
1708	0.06254926703
1709	0.06251523947
1710	0.06250793272
1711	0.06249409127
1712	0.06245773573
1713	0.06243250324
1714	0.06242257776
1715	0.06241436771
1716	0.06237362729
1717	0.06234174356
1718	0.06232209053
1719	0.06231213379
1720	0.06228977185
1721	0.06224355639
1722	0.06222948225
1723	0.06221050849
1724	0.06220499516
1725	0.06217124801
1726	0.06215360777
1727	0.06213538581
1728	0.06211564254
1729	0.06209097646
1730	0.06207472381
1731	0.06205300297
1732	0.06201589438
1733	0.06200061456
1734	0.06199793348
1735	0.06194604428
1736	0.06193149293
1737	0.06189778094
1738	0.06189242339
1739	0.06187063436
1740	0.0618332428
1741	0.06181924425
1742	0.06180477056
1743	0.06179814505
1744	0.06178302371
1745	0.06177990581
1746	0.06174036051
1747	0.06173102117
1748	0.06166285474
1749	0.06164366289
1750	0.06163069457
1751	0.06162003994
1752	0.06159929161
1753	0.06154832737
1754	0.06153515787
1755	0.06151807455
1756	0.06150656866
1757	0.0614823259
1758	0.06143283252
1759	0.06142126969
1760	0.06140201846
1761	0.06139960761
1762	0.06138507885
1763	0.06138417114
1764	0.06136390838
1765	0.06135209062
1766	0.0612943541
1767	0.06124984706
1768	0.0612046553
1769	0.06118695477
1770	0.06115844922
1771	0.06113775169
1772	0.06112463354
1773	0.06111649188
1774	0.06110762127
1775	0.06109259308
1776	0.06104093176
1777	0.06102337477
1778	0.06102256243
1779	0.06098552288
1780	0.06094734554
1781	0.06092424342
1782	0.0609055197
1783	0.0608789258
1784	0.06086774924
1785	0.06083593119
1786	0.06081665539
1787	0.06079870177
1788	0.06078165482
1789	0.06076543064
1790	0.06074996029
1791	0.06074535728
1792	0.06072819321
1793	0.06071643305
1794	0.06070863966
1795	0.06067529669
1796	0.0606410875
1797	0.06062394822
1798	0.06060837442
1799	0.06059664056
1800	0.06058839411
1801	0.06057141336
1802	0.06056991837
1803	0.06056895146
1804	0.06054350044
1805	0.06052756821
1806	0.06051603003
1807	0.06050356921
1808	0.0604725786
1809	0.06045149787
1810	0.06044411309
1811	0.06042744666
1812	0.06040176651
1813	0.06039377506
1814	0.06035805184
1815	0.0603414233
1816	0.06031858404
1817	0.06026509688
1818	0.06020557681
1819	0.06016534497
1820	0.06014583589
1821	0.06012058508
1822	0.0601185363
1823	0.06008721007
1824	0.06002665893
1825	0.06000630217
1826	0.05999616171
1827	0.05999071244
1828	0.05994152551
1829	0.0598966916
1830	0.05985787258
1831	0.05984038663
1832	0.05981040878
1833	0.05979751639
1834	0.05976311111
1835	0.05974870708
1836	0.05974471917
1837	0.05974296988
1838	0.05973399249
1839	0.05973111114
1840	0.05973003229
1841	0.0596936205
1842	0.05965707811
1843	0.05964419977
1844	0.05962214109
1845	0.05958299443
1846	0.05957582527
1847	0.05956030478
1848	0.05955030165
1849	0.05949324405
1850	0.05947609364
1851	0.05943404964
1852	0.05938958006
1853	0.05938823123
1854	0.05937898725
1855	0.05934908511
1856	0.05929587294
1857	0.0592588728
1858	0.0592405476
1859	0.05922791017
1860	0.05921480639
1861	0.05920576821
1862	0.05919353587
1863	0.0591836527
1864	0.05915422903
1865	0.05915371299
1866	0.05911728013
1867	0.05910954974
1868	0.05909512328
1869	0.05906835572
1870	0.05905073414
1871	0.05904955824
1872	0.05903077879
1873	0.05902489545
1874	0.05902286691
1875	0.05900377858
1876	0.05898682601
1877	0.05897185321
1878	0.05895517076
1879	0.05893957179
1880	0.05889940582
1881	0.05889010286
1882	0.05886232152
1883	0.05884725812
1884	0.05883285673
1885	0.05879196447
1886	0.05876742126
1887	0.05873290657
1888	0.05870886945
1889	0.05868292417
1890	0.05866697006
1891	0.05866165846
1892	0.05865389068
1893	0.05863431864
1894	0.05862775246
1895	0.05861837242
1896	0.05860825924
1897	0.05859632962
1898	0.05859390076
1899	0.05857512549
1900	0.05856088891
1901	0.05855195716
1902	0.05852683784
1903	0.05850290619
1904	0.05849217685
1905	0.05844320761
1906	0.05843055034
1907	0.05841468771
1908	0.0583864902
1909	0.05835239584
1910	0.05835093105
1911	0.05834452984
1912	0.05831400483
1913	0.05830502016
1914	0.05826374647
1915	0.05825036955
1916	0.05821624433
1917	0.05820530046
1918	0.05820374991
1919	0.05819101743
1920	0.05816842924
1921	0.05812569432
1922	0.05808521799
1923	0.0580817408
1924	0.05807381147
1925	0.05805295373
1926	0.05803995118
1927	0.05801583762
1928	0.05800256254
1929	0.05799627075
1930	0.05798044135
1931	0.05797037332
1932	0.0579646149
1933	0.0579443034
1934	0.05793895276
1935	0.05792492087
1936	0.05788539302
1937	0.05785122234
1938	0.05783036303
1939	0.05780388005
1940	0.0577840366
1941	0.05772422521
1942	0.05768695155
1943	0.05763122761
1944	0.0575992569
1945	0.0575829302
1946	0.05756250224
1947	0.05755872831
1948	0.05753258065
1949	0.05749772322
1950	0.0574883889
1951	0.05748073436
1952	0.05745441626
1953	0.05743551113
1954	0.05742925204
1955	0.05741092011
1956	0.05739144371
1957	0.05737342696
1958	0.05736252153
1959	0.05732781989
1960	0.0573149213
1961	0.05729871947
1962	0.05729089177
1963	0.05728280223
1964	0.05726893757
1965	0.057244534
1966	0.05724345867
1967	0.05722028325
1968	0.05720591304
1969	0.05719032121
1970	0.05717294463
1971	0.0571663819
1972	0.05715158019
1973	0.05713692127
1974	0.05710678205
1975	0.05708988557
1976	0.05705036026
1977	0.05700497216
1978	0.05700010434
1979	0.0569707031
1980	0.05695442322
1981	0.05694665142
1982	0.05693221903
1983	0.05691541886
1984	0.0569067367
1985	0.05686879445
1986	0.05680862935
1987	0.05680510212
1988	0.05679830394
1989	0.05676614723
1990	0.05675627837
1991	0.05673905579
1992	0.05671949018
1993	0.05670180584
1994	0.0566644441
1995	0.05665048561
1996	0.05662592667
1997	0.05659452393
1998	0.05658697819
1999	0.05656288095
2000	0.05655928124
2001	0.05655241791
2002	0.05654506779
2003	0.05653136856
2004	0.05652215693
2005	0.05650989423
2006	0.05645578155
2007	0.05644558815
2008	0.05641570312
2009	0.0564061436
2010	0.05639713913
2011	0.05638314823
2012	0.05633596726
2013	0.05632511483
2014	0.05632350971
2015	0.05631060458
2016	0.05630611031
2017	0.05630005209
2018	0.05629074861
2019	0.05628036597
2020	0.0562721098
2021	0.05622656132
2022	0.05619807839
2023	0.05614751953
2024	0.05612769736
2025	0.05611339712
2026	0.05608760979
2027	0.05607140619
2028	0.05606069374
2029	0.05605485246
2030	0.05604933656
2031	0.05604397368
2032	0.05602110909
2033	0.05600137824
2034	0.05599096073
2035	0.0559557933
2036	0.05592460934
2037	0.05587666904
2038	0.0558675891
2039	0.05584676566
2040	0.05584271151
2041	0.05583260309
2042	0.05580344466
2043	0.05578503187
2044	0.05577171344
2045	0.05574182421
2046	0.05573794823
2047	0.05570562016
2048	0.0556884296
2049	0.05566441115
2050	0.05564239921
2051	0.05561387279
2052	0.05559693542
2053	0.05557853662
2054	0.05555592196
2055	0.05554959085
2056	0.05553134451
2057	0.05551135095
2058	0.05550225556
2059	0.05548062353
2060	0.05546504152
2061	0.05544438535
2062	0.05542676876
2063	0.05542059949
2064	0.05540361371
2065	0.05539713341
2066	0.05538475629
2067	0.05536726981
2068	0.05535732189
2069	0.05533597401
2070	0.05533106167
2071	0.05530912732
2072	0.05529016792
2073	0.05526114263
2074	0.05524098704
2075	0.05523919053
2076	0.05523750405
2077	0.05520296941
2078	0.05518363462
2079	0.05513895829
2080	0.05512782551
2081	0.05511637654
2082	0.05509027669
2083	0.05507241039
2084	0.05505391724
2085	0.05503450765
2086	0.05502945016
2087	0.05501195829
2088	0.05500103171
2089	0.05497884616
2090	0.05496137549
2091	0.05495529644
2092	0.05495389224
2093	0.05493867265
2094	0.0548869402
2095	0.05488554068
2096	0.05486211982
2097	0.05483094453
2098	0.05481466063
2099	0.054803638
2100	0.05479369044
2101	0.05478184728
2102	0.05475562513
2103	0.05474294379
2104	0.0547250467
2105	0.05471762021
2106	0.0547093643
2107	0.05470045774
2108	0.05466342548
2109	0.05464939209
2110	0.05463242507
2111	0.05460936976
2112	0.05459628462
2113	0.05457939755
2114	0.05455360489
2115	0.05455273778
2116	0.05452877314
2117	0.05451560066
2118	0.05450564753
2119	0.05447929044
2120	0.05447597227
2121	0.05444987223
2122	0.05443082083
2123	0.05439601902
2124	0.05438146449
2125	0.0543587118
2126	0.05435439836
2127	0.05434137513
2128	0.05433029664
2129	0.05432675137
2130	0.05430762763
2131	0.05430240946
2132	0.05426808638
2133	0.05425870784
2134	0.05424344555
2135	0.05422681023
2136	0.05421003132
2137	0.05418357043
2138	0.05415796715
2139	0.05414746678
2140	0.05412418435
2141	0.05408809611
2142	0.05406731242
2143	0.05405495424
2144	0.05404007731
2145	0.05402164996
2146	0.05400857572
2147	0.05400743328
2148	0.05396799699
2149	0.0539541267
2150	0.05394053369
2151	0.05391963561
2152	0.05388925131
2153	0.05387568888
2154	0.05386649829
2155	0.05384562445
2156	0.05383822285
2157	0.05382886247
2158	0.05381293713
2159	0.0537939419
2160	0.05377077722
2161	0.05373737195
2162	0.05372660144
2163	0.05370643498
2164	0.05368680016
2165	0.05368010686
2166	0.05367015752
2167	0.05365158422
2168	0.0536472778
2169	0.05361732352
2170	0.05360928741
2171	0.05358727692
2172	0.05358211876
2173	0.05358114605
2174	0.05357373385
2175	0.05355021672
2176	0.05353473068
2177	0.05351282844
2178	0.05348375188
2179	0.05348013806
2180	0.05346921511
2181	0.05342373568
2182	0.05340561048
2183	0.05337226311
2184	0.05335991756
2185	0.05334423517
2186	0.05333205909
2187	0.05331944253
2188	0.05328674958
2189	0.05327932903
2190	0.05325699346
2191	0.05325476847
2192	0.05322191812
2193	0.05317269719
2194	0.05315200246
2195	0.05312109643
2196	0.05310945878
2197	0.05308947884
2198	0.05307966762
2199	0.05306913875
2200	0.0530473894
2201	0.05303281981
2202	0.05302238244
2203	0.05301400531
2204	0.05300893509
2205	0.05297958336
2206	0.05297078286
2207	0.05295017825
2208	0.05293206586
2209	0.05291358296
2210	0.05288617655
2211	0.0528445257
2212	0.05282448859
2213	0.05280898154
2214	0.05279340661
2215	0.0527657167
2216	0.05275485476
2217	0.05271961714
2218	0.05270981682
2219	0.05267739094
2220	0.05266547904
2221	0.05265556639
2222	0.05264140462
2223	0.05262831463
2224	0.0526201994
2225	0.05259567535
2226	0.05258992136
2227	0.05257956492
2228	0.05256600361
2229	0.05254043473
2230	0.0525108689
2231	0.05250042687
2232	0.05248983218
2233	0.0524608749
2234	0.05245396486
2235	0.05243266688
2236	0.05242414767
2237	0.05241829584
2238	0.05240769482
2239	0.05238696215
2240	0.05237432064
2241	0.05236672732
2242	0.05235600261
2243	0.05234525995
2244	0.05232949128
2245	0.05230800596
2246	0.05228730661
2247	0.0522723564
2248	0.0522682183
2249	0.05224266074
2250	0.05221617571
2251	0.05221485354
2252	0.05218434418
2253	0.05216489811
2254	0.05215644323
2255	0.0521530088
2256	0.05214783768
2257	0.0521344774
2258	0.05212229737
2259	0.05210427344
2260	0.05207573801
2261	0.05203617024
2262	0.05200573659
2263	0.05199819076
2264	0.05198692353
2265	0.05196831284
2266	0.05195479385
2267	0.05195418468
2268	0.05195274672
2269	0.05194342033
2270	0.0519224197
2271	0.05190594346
2272	0.05188410483
2273	0.05186296726
2274	0.05185248521
2275	0.05184676771
2276	0.05184480754
2277	0.05183690197
2278	0.05182133034
2279	0.05180557434
2280	0.05179511817
2281	0.0517732743
2282	0.05174826683
2283	0.05174738681
2284	0.05174015751
2285	0.05173726323
2286	0.05172975916
2287	0.0517082136
2288	0.05167502131
2289	0.05164981188
2290	0.05163511287
2291	0.05161412774
2292	0.05159174498
2293	0.05156920876
2294	0.05155443598
2295	0.05152777972
2296	0.05151446613
2297	0.0514819107
2298	0.0514396569
2299	0.05143270558
2300	0.05141750749
2301	0.05139648981
2302	0.05138173512
2303	0.05134535253
2304	0.05131696326
2305	0.05131044476
2306	0.05129811003
2307	0.05126127279
2308	0.05123968993
2309	0.05121423269
2310	0.05119956727
2311	0.05117645315
2312	0.05116859757
2313	0.05114898042
2314	0.05114229008
2315	0.05112037872
2316	0.05111125429
2317	0.05110538704
2318	0.0510933851
2319	0.0510613102
2320	0.05104369234
2321	0.05102717492
2322	0.05100910255
2323	0.05098549648
2324	0.05096416394
2325	0.05095538065
2326	0.05094096042
2327	0.0509333084
2328	0.05091417683
2329	0.05089820077
2330	0.05086610054
2331	0.05084957077
2332	0.05084525301
2333	0.05082268523
2334	0.05081462706
2335	0.05079874734
2336	0.05077605927
2337	0.05076642548
2338	0.05074288061
2339	0.05071758515
2340	0.05070894826
2341	0.05067120981
2342	0.05065097436
2343	0.05064327114
2344	0.05060803209
2345	0.05060040679
2346	0.05058821902
2347	0.05058698236
2348	0.05057858235
2349	0.0505560869
2350	0.05053902497
2351	0.05053446728
2352	0.05052700627
2353	0.05052205703
2354	0.05052167637
2355	0.05051458348
2356	0.05049618479
2357	0.05048522116
2358	0.05047742867
2359	0.05046583794
2360	0.05045460272
2361	0.0504432968
2362	0.05043959495
2363	0.05043834189
2364	0.05042765836
2365	0.05039812183
2366	0.0503836087
2367	0.05033764501
2368	0.05032996993
2369	0.05032603315
2370	0.05031729673
2371	0.05031119693
2372	0.05030347943
2373	0.05029657471
2374	0.05027188237
2375	0.05025049458
2376	0.05023793171
2377	0.05023511841
2378	0.05019895092
2379	0.05018210715
2380	0.05017031555
2381	0.05015301852
2382	0.05013398142
2383	0.05010632978
2384	0.05008777226
2385	0.05006988795
2386	0.05004883438
2387	0.05003185498
2388	0.05002134909
2389	0.04999447678
2390	0.04998723408
2391	0.04997447291
2392	0.04995766107
2393	0.04993941244
2394	0.04993065073
2395	0.0499112581
2396	0.049903279
2397	0.04988781434
2398	0.04986748299
2399	0.04986199084
2400	0.04982231158
2401	0.04981464096
2402	0.04980242303
2403	0.04979661607
2404	0.04979330894
2405	0.04978063062
2406	0.04977145708
2407	0.04974753065
2408	0.04973291487
2409	0.04973200461
2410	0.04971669454
2411	0.04970477041
2412	0.04969817895
2413	0.04968610427
2414	0.04967061501
2415	0.04965359518
2416	0.04965109247
2417	0.04964152569
2418	0.04963817176
2419	0.04963310587
2420	0.04962130336
2421	0.04959629902
2422	0.04958727748
2423	0.0495733947
2424	0.04956036007
2425	0.04954468222
2426	0.04953974276
2427	0.04952952538
2428	0.04952055411
2429	0.04948925652
2430	0.04946874904
2431	0.04945255082
2432	0.04942649132
2433	0.049419573
2434	0.04941030096
2435	0.04940008927
2436	0.04938284463
2437	0.04937295742
2438	0.04936991332
2439	0.04935673279
2440	0.04934681781
2441	0.0493436879
2442	0.04933144343
2443	0.04931455028
2444	0.04929694981
2445	0.04928990144
2446	0.04928558034
2447	0.04927837037
2448	0.04926513375
2449	0.04926401281
2450	0.04925092
2451	0.04923754151
2452	0.04921701044
2453	0.04920360381
2454	0.04918987996
2455	0.04918479968
2456	0.04917088458
2457	0.04915382476
