iter	RMSE
433	0.1211386867
434	0.1209673389
435	0.120893587
436	0.1208090246
437	0.1206924631
438	0.1206523591
439	0.1205389215
440	0.1204463085
441	0.1203146197
442	0.1202845255
443	0.1202064417
444	0.1200653345
445	0.1199822964
446	0.1199366878
447	0.1198405752
448	0.1196708247
449	0.1195058047
450	0.1194494891
451	0.1193205023
452	0.1192994309
453	0.1191586772
454	0.119019045
455	0.1189486037
456	0.1188310531
457	0.1186889151
458	0.1186247376
459	0.1185195045
460	0.118355254
461	0.1182846226
462	0.1182036557
463	0.1181159668
464	0.1179452838
465	0.1178283263
466	0.1177149309
467	0.1175915277
468	0.1175518614
469	0.1173170834
470	0.1171403008
471	0.1170533973
472	0.1169775784
473	0.1168703326
474	0.1167951392
475	0.1166778435
476	0.1165837413
477	0.1165178571
478	0.1164621594
479	0.1163695108
480	0.1162717973
481	0.1162573623
482	0.1161780311
483	0.1161017323
484	0.1160588182
485	0.115918969
486	0.1158183268
487	0.1157249623
488	0.1157034878
489	0.1156595937
490	0.11557199
491	0.1155185543
492	0.1154718207
493	0.1153850148
494	0.115277914
495	0.1152365146
496	0.1152235749
497	0.1150831512
498	0.1150228381
499	0.1149201544
500	0.1149063065
501	0.1148944363
502	0.1148050134
503	0.1146679007
504	0.1144751183
505	0.114342183
506	0.1142771825
507	0.1141030683
508	0.1139581592
509	0.113882405
510	0.1138351474
511	0.1137331685
512	0.1137094419
513	0.1136175284
514	0.1135603714
515	0.1135226806
516	0.1134410065
517	0.1132816321
518	0.1132035263
519	0.1131408571
520	0.1130206199
521	0.1128953918
522	0.1128523804
523	0.112743912
524	0.1127072291
525	0.112649568
526	0.1125808109
527	0.1124422711
528	0.1123647185
529	0.1122478498
530	0.1122008451
531	0.1121575057
532	0.1121175331
533	0.1120111113
534	0.1119432214
535	0.1118931526
536	0.1117830032
537	0.1117277474
538	0.1116226763
539	0.1115248848
540	0.1114165436
541	0.1113965663
542	0.1113692589
543	0.1113001502
544	0.1111999327
545	0.1111370274
546	0.1111086525
547	0.1110211993
548	0.1109285256
549	0.1108336202
550	0.1108011789
551	0.1107153644
552	0.1106225112
553	0.1104912308
554	0.1103927388
555	0.1103162973
556	0.1102945325
557	0.1102225454
558	0.1101362231
559	0.1100627543
560	0.1099787443
561	0.1099336579
562	0.1098961649
563	0.1098628966
564	0.1097850464
565	0.1097553053
566	0.1097196783
567	0.1096729892
568	0.1095662551
569	0.109492219
570	0.1094212459
571	0.1093046319
572	0.1092632452
573	0.109240236
574	0.1091813751
575	0.1091208403
576	0.1090159092
577	0.1089988142
578	0.1089313015
579	0.108830842
580	0.1087738399
581	0.1086826326
582	0.1085802944
583	0.1085221268
584	0.1084600003
585	0.1084156103
586	0.1084053842
587	0.1082295035
588	0.1081221116
589	0.1080697549
590	0.1080114658
591	0.1079894387
592	0.1079566675
593	0.1078648536
594	0.1078116775
595	0.1077637454
596	0.1076743642
597	0.1076668544
598	0.1076264874
599	0.107528457
600	0.1073897494
601	0.1073701276
602	0.1073293962
603	0.1072471265
604	0.1071580438
605	0.1071161055
606	0.1070713206
607	0.1069931768
608	0.1068383186
609	0.1067694424
610	0.1067050356
611	0.1066201868
612	0.1065960908
613	0.1064917298
614	0.1064497841
615	0.1063353741
616	0.1062824181
617	0.106247953
618	0.1061845047
619	0.1060956732
620	0.1060353125
621	0.1059867625
622	0.1059529806
623	0.105888603
624	0.1058604327
625	0.1057515579
626	0.1057328782
627	0.1056564472
628	0.1055907178
629	0.1055368889
630	0.1054687661
631	0.1053121928
632	0.1052797642
633	0.105179971
634	0.1050847132
635	0.1050644553
636	0.1049910837
637	0.1049307732
638	0.1049187134
639	0.1048518856
640	0.104790494
641	0.1047034792
642	0.1046449275
643	0.104461364
644	0.1043743922
645	0.1043216628
646	0.1042941485
647	0.1041835195
648	0.1040644348
649	0.1039954998
650	0.1039621151
651	0.1038542859
652	0.1037896127
653	0.1037209007
654	0.1036400887
655	0.1035845193
656	0.1035382814
657	0.1035168212
658	0.1034886507
659	0.1034405345
660	0.1034105321
661	0.1033747632
662	0.1032747136
663	0.1032155809
664	0.103165038
665	0.1029898966
666	0.1028992662
667	0.1028783388
668	0.1027220937
669	0.1026164361
670	0.1025708748
671	0.1025226464
672	0.1024251673
673	0.1023912828
674	0.1023323467
675	0.1022607015
676	0.1022123478
677	0.1020550889
678	0.1019592191
679	0.1019044186
680	0.1017928009
681	0.1016908419
682	0.1016306516
683	0.1015570206
684	0.1014002686
685	0.1013887684
686	0.1012363324
687	0.1011746355
688	0.1011106484
689	0.1010107791
690	0.1009787056
691	0.1009349373
692	0.1008718125
693	0.1007807824
694	0.1006891807
695	0.1005976023
696	0.1005249901
697	0.1004575344
698	0.1003749331
699	0.1003478316
700	0.1003054927
701	0.1002151635
702	0.1001328426
703	0.1000876346
704	0.09999911275
705	0.09992890809
706	0.09987132601
707	0.09982391582
708	0.09977690713
709	0.09969783485
710	0.09962731401
711	0.09959387033
712	0.09956383347
713	0.09954758074
714	0.09946919468
715	0.09939081711
716	0.09934879458
717	0.09924157165
718	0.09915920898
719	0.09908847182
720	0.09906239105
721	0.09898579833
722	0.09889602365
723	0.09886938639
724	0.09878022481
725	0.09873903795
726	0.09869348434
727	0.09862690208
728	0.09857429886
729	0.09852309462
730	0.0984982805
731	0.09845257508
732	0.09833977972
733	0.09830759132
734	0.09817227313
735	0.09812576097
736	0.09810620632
737	0.09801167306
738	0.09798465682
739	0.09787573293
740	0.09784215701
741	0.09773623714
742	0.09772776911
743	0.09763852147
744	0.09761948263
745	0.09752656529
746	0.09748666878
747	0.09745750421
748	0.09741466069
749	0.09738068868
750	0.09735722622
751	0.0973373163
752	0.09728533498
753	0.09724865639
754	0.09716786686
755	0.09707965056
756	0.09701673786
757	0.09692097561
758	0.09681604484
759	0.09676207064
760	0.09672599768
761	0.09665570866
762	0.09655517157
763	0.09651153334
764	0.09643175654
765	0.09632520655
766	0.09629792948
767	0.09625673053
768	0.09615898361
769	0.09611915693
770	0.09607905737
771	0.09600550426
772	0.09589284318
773	0.0958262058
774	0.09573999975
775	0.09565151659
776	0.09563009261
777	0.09561421018
778	0.09557947702
779	0.09551201043
780	0.09549103874
781	0.09545130239
782	0.09534602332
783	0.09532292528
784	0.09529975728
785	0.09526796568
786	0.09524130142
787	0.09517228665
788	0.09511120489
789	0.09503044701
790	0.0949751377
791	0.0949056676
792	0.09484977917
793	0.09468366178
794	0.09457744214
795	0.09454378637
796	0.09452243839
797	0.09441485245
798	0.09434633468
799	0.094297134
800	0.09424221843
801	0.09419346107
802	0.09410715089
803	0.09404920894
804	0.09394954332
805	0.0938159816
806	0.09380432352
807	0.09378924266
808	0.09371780111
809	0.09366682061
810	0.09364552624
811	0.09359990401
812	0.09353884721
813	0.09350236128
814	0.09342325249
815	0.09332525195
816	0.0932521761
817	0.09318318773
818	0.09312432949
819	0.09307721921
820	0.09300475383
821	0.09295863161
822	0.0928879336
823	0.09286106497
824	0.09279724886
825	0.09266778841
826	0.09264824255
827	0.09259516178
828	0.09257640602
829	0.09243822503
830	0.09238755919
831	0.09237168358
832	0.0923029279
833	0.09227216262
834	0.09219132203
835	0.09215336382
836	0.09212389535
837	0.09208876185
838	0.09206558685
839	0.09191640671
840	0.09186870269
841	0.0918169662
842	0.09177649299
843	0.09171660067
844	0.09170917827
845	0.09168243079
846	0.09154910744
847	0.09145465368
848	0.09141346323
849	0.09134896194
850	0.09123119749
851	0.09113312314
852	0.09104417644
853	0.09103006807
854	0.0909772223
855	0.09096586163
856	0.09092682853
857	0.090849955
858	0.09084206749
859	0.09080696575
860	0.09077017709
861	0.09064589007
862	0.09059901598
863	0.09053615197
864	0.09047327718
865	0.090394125
866	0.09033579307
867	0.09028717053
868	0.0902714086
869	0.09022890401
870	0.09015827271
871	0.0900519031
872	0.09001579474
873	0.08994173811
874	0.08993532336
875	0.08986194028
876	0.08981534042
877	0.0897817958
878	0.0897241278
879	0.08968753218
880	0.08965878521
881	0.08961977384
882	0.08958769447
883	0.0895415173
884	0.08948575366
885	0.0894549157
886	0.08941876738
887	0.08939890956
888	0.08935214175
889	0.08930368426
890	0.08923417644
891	0.08917520431
892	0.0891254655
893	0.08908035463
894	0.08906313513
895	0.0890460407
896	0.08894101793
897	0.08891126665
898	0.08886176377
899	0.08878356264
900	0.0887459231
901	0.08871380778
902	0.08865357652
903	0.08858643545
904	0.0885718926
905	0.0885160704
906	0.08845177337
907	0.08842282584
908	0.08833885058
909	0.08829915958
910	0.08821893804
911	0.08819120098
912	0.08815456961
913	0.0881246011
914	0.08810592166
915	0.0880644801
916	0.08798118357
917	0.0879667689
918	0.08794620157
919	0.08790101108
920	0.08778249105
921	0.08776501285
922	0.08773944787
923	0.08769568287
924	0.08749604409
925	0.08743994375
926	0.08735965472
927	0.08728123959
928	0.08722243801
929	0.08716655595
930	0.08714130245
931	0.08709431536
932	0.08707276039
933	0.0869714334
934	0.08688151249
935	0.08683914594
936	0.0868009447
937	0.08675822953
938	0.08670633936
939	0.08655022205
940	0.08651014592
941	0.08643315781
942	0.08642089466
943	0.08639461617
944	0.0863474677
945	0.0863275629
946	0.08627664585
947	0.0862651496
948	0.08618062072
949	0.08610528524
950	0.08602249414
951	0.08597181241
952	0.08593883776
953	0.08591154062
954	0.08583828127
955	0.0857240329
956	0.08568761844
957	0.0856698968
958	0.08563839718
959	0.08559824533
960	0.08554911199
961	0.08549943854
962	0.0854694195
963	0.08538578385
964	0.0853550592
965	0.08530713136
966	0.08523705628
967	0.08517636692
968	0.08512523191
969	0.08508721921
970	0.08504271211
971	0.08496284313
972	0.08490829201
973	0.08487889413
974	0.08484999341
975	0.08482764765
976	0.08482267085
977	0.08479041447
978	0.08478107118
979	0.08471963229
980	0.08469361959
981	0.08462251344
982	0.08455881361
983	0.08454167048
984	0.0845305642
985	0.08452204059
986	0.08443465343
987	0.08442982775
988	0.08439902145
989	0.08437693957
990	0.08432227144
991	0.08427016209
992	0.08421885524
993	0.08417626785
994	0.08416420667
995	0.084147367
996	0.08413919018
997	0.0840658791
998	0.08403419897
999	0.08397613372
1000	0.08395192475
1001	0.08393117386
1002	0.08388758862
1003	0.08381217798
1004	0.08377119491
1005	0.08374884175
1006	0.08370509376
1007	0.08365460401
1008	0.08362495733
1009	0.08358866095
1010	0.08352844238
1011	0.08348866275
1012	0.08346507534
1013	0.0834088522
1014	0.0833111207
1015	0.08324011239
1016	0.08321388623
1017	0.08319272627
1018	0.08315507761
1019	0.08313590647
1020	0.08310373594
1021	0.08305878097
1022	0.08300738101
1023	0.08295230349
1024	0.08292095589
1025	0.08291155422
1026	0.08288331715
1027	0.08283314082
1028	0.08276235902
1029	0.08273546683
1030	0.08273421528
1031	0.08264722791
1032	0.08257736522
1033	0.082521425
1034	0.08251021627
1035	0.08249941219
1036	0.08246934531
1037	0.08240244034
1038	0.08239358977
1039	0.08238291659
1040	0.0823489648
1041	0.08225899748
1042	0.08221592156
1043	0.08216903375
1044	0.08211986587
1045	0.08208631066
1046	0.08205685083
1047	0.08202400591
1048	0.08194554555
1049	0.08191365835
1050	0.08187931408
1051	0.08185852662
1052	0.08179208083
1053	0.08171637478
1054	0.08167842714
1055	0.08159095815
1056	0.08153090134
1057	0.08147587371
1058	0.08141770942
1059	0.08136487695
1060	0.08133188265
1061	0.08124815652
1062	0.08119360452
1063	0.08116456105
1064	0.08115567499
1065	0.08110267579
1066	0.08109471053
1067	0.08108996676
1068	0.0810350786
1069	0.08100013667
1070	0.08095428623
1071	0.08089465569
1072	0.08081945289
1073	0.08077457073
1074	0.08075457563
1075	0.08071117632
1076	0.08067735387
1077	0.08061521979
1078	0.08058049576
1079	0.08054187766
1080	0.08053480005
1081	0.0805145774
1082	0.0804496094
1083	0.08040855686
1084	0.0803937601
1085	0.08036661693
1086	0.08033944605
1087	0.08030728649
1088	0.08022967779
1089	0.08021238866
1090	0.0801827485
1091	0.08015105668
1092	0.08014169509
1093	0.08012016216
1094	0.0800779236
1095	0.08001988186
1096	0.08001811993
1097	0.07990905361
1098	0.0798564714
1099	0.07981968736
1100	0.07978868026
1101	0.07976717759
1102	0.07973027757
1103	0.07969431441
1104	0.07966175525
1105	0.07964969697
1106	0.0796309161
1107	0.07957141003
1108	0.07954716351
1109	0.07951499596
1110	0.07949181436
1111	0.07942068772
1112	0.07941820689
1113	0.07933506209
1114	0.07932596645
1115	0.07930608519
1116	0.07923902788
1117	0.07922346052
1118	0.07917930039
1119	0.07916305897
1120	0.07911938746
1121	0.07904929196
1122	0.07898400382
1123	0.07892852739
1124	0.07890506794
1125	0.07885729064
1126	0.07885187915
1127	0.07874985989
1128	0.07872425669
1129	0.07869467812
1130	0.07865252715
1131	0.07854741282
1132	0.07853701887
1133	0.07850615254
1134	0.07847561402
1135	0.07842441864
1136	0.07840570055
1137	0.07836882807
1138	0.07832943217
1139	0.07832002344
1140	0.07827003727
1141	0.07823498035
1142	0.07819385908
1143	0.07816469272
1144	0.07813239864
1145	0.07807131757
1146	0.07801927793
1147	0.07800253781
1148	0.07792317192
1149	0.07787875982
1150	0.07781082047
1151	0.07773683336
1152	0.07772175505
1153	0.07768869362
1154	0.07766511832
1155	0.07763774327
1156	0.07762070726
1157	0.07756892513
1158	0.07751103487
1159	0.07748270432
1160	0.07739223088
1161	0.07735114186
1162	0.07730185235
1163	0.07728953949
1164	0.0772264805
1165	0.07720149225
1166	0.07712419474
1167	0.07710167779
1168	0.07703519762
1169	0.07701083172
1170	0.07697339688
1171	0.07691677208
1172	0.07691444152
1173	0.07687452873
1174	0.07684810462
1175	0.07680284472
1176	0.07677421931
1177	0.0767518239
1178	0.07669984474
1179	0.07665016284
1180	0.07664158524
1181	0.0766346507
1182	0.07660903348
1183	0.07660749679
1184	0.0765582617
1185	0.0765468304
1186	0.0765375545
1187	0.07649534893
1188	0.07648099169
1189	0.07647529719
1190	0.07646267858
1191	0.0764576174
1192	0.07640907062
1193	0.07638967964
1194	0.07638073373
1195	0.07633019476
1196	0.07624908962
1197	0.07622342158
1198	0.07617462823
1199	0.07616833932
1200	0.07610817751
1201	0.0760635849
1202	0.07604540414
1203	0.07604099831
1204	0.07599888498
1205	0.07596275519
1206	0.07593188754
1207	0.07592448718
1208	0.07589957407
1209	0.07587468369
1210	0.07580341665
1211	0.07577620242
1212	0.07574891944
1213	0.07574117528
1214	0.07572656257
1215	0.07568263074
1216	0.07567670639
1217	0.07566774149
1218	0.07559843101
1219	0.0755687651
1220	0.07555352961
1221	0.07551510527
1222	0.07549713253
1223	0.07545895199
1224	0.07543851732
1225	0.07539463848
1226	0.0753639776
1227	0.07534301239
1228	0.07531710206
1229	0.07526550749
1230	0.07523891029
1231	0.07521932012
1232	0.07519739455
1233	0.07518277477
1234	0.07514076696
1235	0.07505351613
1236	0.07500563856
1237	0.07498547257
1238	0.07492616128
1239	0.07487130621
1240	0.07483692894
1241	0.07482866476
1242	0.0748063237
1243	0.07475431151
1244	0.07472675396
1245	0.0747180348
1246	0.074683812
1247	0.07465074842
1248	0.07461800252
1249	0.07452930064
1250	0.07450469358
1251	0.07447332275
1252	0.07438459313
1253	0.07437605842
1254	0.07435507927
1255	0.07431356118
1256	0.07430306179
1257	0.07427370334
1258	0.07421514367
1259	0.07419991185
1260	0.07412122179
1261	0.0741102448
1262	0.07410704889
1263	0.07402149801
1264	0.073971572
1265	0.07395740746
1266	0.07394290236
1267	0.07390390693
1268	0.07387622539
1269	0.07386511671
1270	0.07384494054
1271	0.07382876247
1272	0.0737974031
1273	0.07370915446
1274	0.07367970068
1275	0.0736273074
1276	0.07361052597
1277	0.07354031806
1278	0.07351223935
1279	0.07350528335
1280	0.07347663246
1281	0.07342957165
1282	0.07339106326
1283	0.07336480667
1284	0.07329974174
1285	0.07327582419
1286	0.07325820215
1287	0.07325160703
1288	0.07320406422
1289	0.07314556067
1290	0.07313743155
1291	0.07310188867
1292	0.07309766807
1293	0.07307935152
1294	0.07306122684
1295	0.07301556961
1296	0.07301065114
1297	0.07297740334
1298	0.07295100862
1299	0.07290055444
1300	0.07286303894
1301	0.07284095827
1302	0.07281139846
1303	0.07276958373
1304	0.07275271174
1305	0.07272276989
1306	0.07268358277
1307	0.07267722316
1308	0.07263766887
1309	0.07259341116
1310	0.07257697985
1311	0.07255443673
1312	0.07255236515
1313	0.07253734316
1314	0.0724242623
1315	0.07236861125
1316	0.07236626468
1317	0.07236387927
1318	0.07236166582
1319	0.07234529792
1320	0.07231890209
1321	0.07230229183
1322	0.07226821387
1323	0.07223385929
1324	0.07217608282
1325	0.07209574975
1326	0.07206156053
1327	0.07205207871
1328	0.07199817773
1329	0.07195548468
1330	0.07186596448
1331	0.07186237419
1332	0.07180814282
1333	0.07177607955
1334	0.07174859249
1335	0.0717385376
1336	0.07168736778
1337	0.07165371399
1338	0.07163292432
1339	0.07161405447
1340	0.07158064282
1341	0.07155768135
1342	0.0715452656
1343	0.07152391282
1344	0.07151240731
1345	0.07149015134
1346	0.07145085096
1347	0.07142970358
1348	0.07141526615
1349	0.07139063241
1350	0.07135111637
1351	0.07134889289
1352	0.07133081869
1353	0.07131391842
1354	0.07130614136
1355	0.07128281519
1356	0.07122206901
1357	0.07118615222
1358	0.07117935879
1359	0.07116297332
1360	0.07110958382
1361	0.07110596725
1362	0.07108335732
1363	0.0710615768
1364	0.07103592738
1365	0.07100549041
1366	0.07095034067
1367	0.07093441433
1368	0.07091734506
1369	0.07089778722
1370	0.07088783083
1371	0.07087428091
1372	0.0708508352
1373	0.0708209042
1374	0.07078334618
1375	0.07075318265
1376	0.07073042125
1377	0.07070705237
1378	0.07068456715
1379	0.07065928941
1380	0.07063066008
1381	0.0705964872
1382	0.07059413414
1383	0.07057142995
1384	0.07055571372
1385	0.07053051273
1386	0.07048340383
1387	0.07045325783
1388	0.07043787136
1389	0.07041004589
1390	0.07034462777
1391	0.07032638554
1392	0.07028628916
1393	0.07026815953
1394	0.07023323883
1395	0.07021769992
1396	0.07019498562
1397	0.07016857091
1398	0.07014019579
1399	0.07011618714
1400	0.07008819925
1401	0.07007820992
1402	0.07006476842
1403	0.07006219985
1404	0.07002439004
1405	0.06998731806
1406	0.06994683307
1407	0.06991177094
1408	0.06989333627
1409	0.06983589442
1410	0.06971997725
1411	0.06965353616
1412	0.06963754685
1413	0.06963181732
1414	0.0696184692
1415	0.06961237181
1416	0.06960115388
1417	0.06957242652
1418	0.06955207492
1419	0.06954805863
1420	0.06951727136
1421	0.06950777592
1422	0.06947926577
1423	0.06947693786
1424	0.06945304384
1425	0.06943529968
1426	0.06942211937
1427	0.06941691035
1428	0.06938378571
1429	0.06935524144
1430	0.06935101897
1431	0.06932074802
1432	0.06930367051
1433	0.06929725802
1434	0.06925092616
1435	0.06923041746
1436	0.06921748442
1437	0.06920678176
1438	0.06920262735
1439	0.06918516645
1440	0.06915390873
1441	0.06911519533
1442	0.0691014228
1443	0.06904311958
1444	0.0690188277
1445	0.06898566267
1446	0.06897632326
1447	0.06896257234
1448	0.06893120312
1449	0.06888570887
1450	0.06881747102
1451	0.06879214352
1452	0.06877951207
1453	0.06875423302
1454	0.06871419065
1455	0.06867197462
1456	0.06867106501
1457	0.06863737494
1458	0.06862946383
1459	0.0685997574
1460	0.06859143719
1461	0.06857736015
1462	0.06855820479
1463	0.06848552123
1464	0.0684737974
1465	0.06846359284
1466	0.0684589138
1467	0.06842612017
1468	0.06839095027
1469	0.06837663638
1470	0.06836427694
1471	0.06831097407
1472	0.06829684753
1473	0.06827862722
1474	0.06827755784
1475	0.06826847102
1476	0.06823562215
1477	0.06822571189
1478	0.06820541285
1479	0.06818539377
1480	0.06816258083
1481	0.06813548254
1482	0.06812364266
1483	0.06811477342
1484	0.06809867561
1485	0.06806019806
1486	0.0680198783
1487	0.06798874024
1488	0.06796563239
1489	0.067934977
1490	0.067918561
1491	0.06788223198
1492	0.06783706437
1493	0.0678256814
1494	0.06779488539
1495	0.0677814468
1496	0.06775690843
1497	0.06774259777
1498	0.06773575653
1499	0.06772554114
1500	0.06769564483
1501	0.06767587075
1502	0.06762555766
1503	0.06759900905
1504	0.06754967114
