iter	Passed	Remaining
2122	832	131
2123	832	130
2124	833	130
2125	833	130
2126	834	129
2127	834	129
2128	834	128
2129	835	128
2130	835	128
2131	835	127
2132	836	127
2133	836	127
2134	836	126
2135	837	126
2136	837	125
2137	838	125
2138	838	125
2139	838	124
2140	839	124
2141	839	123
2142	839	123
2143	840	123
2144	840	122
2145	841	122
2146	841	121
2147	841	121
2148	842	121
2149	842	120
2150	843	120
2151	843	119
2152	844	119
2153	844	119
2154	844	118
2155	845	118
2156	845	118
2157	846	117
2158	846	117
2159	846	116
2160	847	116
2161	847	116
2162	847	115
2163	848	115
2164	848	114
2165	849	114
2166	849	114
2167	849	113
2168	850	113
2169	850	112
2170	850	112
2171	851	112
2172	851	111
2173	851	111
2174	852	110
2175	852	110
2176	853	110
2177	853	109
2178	853	109
2179	854	108
2180	854	108
2181	854	108
2182	855	107
2183	855	107
2184	855	106
2185	856	106
2186	856	106
2187	857	105
2188	857	105
2189	858	105
2190	858	104
2191	858	104
2192	859	103
2193	859	103
2194	860	103
2195	860	102
2196	860	102
2197	861	101
2198	861	101
2199	861	101
2200	862	100
2201	862	100
2202	862	99
2203	863	99
2204	863	99
2205	864	98
2206	864	98
2207	864	97
2208	865	97
2209	865	97
2210	865	96
2211	866	96
2212	866	95
2213	866	95
2214	867	95
2215	867	94
2216	868	94
2217	868	93
2218	868	93
2219	869	93
2220	869	92
2221	869	92
2222	870	91
2223	870	91
2224	871	91
2225	871	90
2226	871	90
2227	872	90
2228	872	89
2229	873	89
2230	873	88
2231	874	88
2232	874	88
2233	874	87
2234	875	87
2235	875	86
2236	875	86
2237	876	86
2238	876	85
2239	877	85
2240	877	84
2241	877	84
2242	878	84
2243	878	83
2244	878	83
2245	879	82
2246	879	82
2247	879	82
2248	880	81
2249	880	81
2250	881	81
2251	881	80
2252	881	80
2253	882	79
2254	882	79
2255	882	79
2256	883	78
2257	883	78
2258	883	77
2259	884	77
2260	884	77
2261	885	76
2262	885	76
2263	885	75
2264	886	75
2265	886	75
2266	887	74
2267	887	74
2268	887	73
2269	888	73
2270	888	73
2271	889	72
2272	889	72
2273	889	72
2274	890	71
2275	890	71
2276	891	70
2277	891	70
2278	891	70
2279	892	69
2280	892	69
2281	892	68
2282	893	68
2283	893	68
2284	893	67
2285	894	67
2286	894	66
2287	895	66
2288	895	66
2289	895	65
2290	896	65
2291	896	64
2292	896	64
2293	897	64
2294	897	63
2295	897	63
2296	898	62
2297	898	62
2298	898	62
2299	899	61
2300	899	61
2301	900	60
2302	900	60
2303	900	60
2304	901	59
2305	901	59
2306	902	59
2307	902	58
2308	903	58
2309	903	57
2310	904	57
2311	904	57
2312	904	56
2313	905	56
2314	905	55
2315	906	55
2316	906	55
2317	907	54
2318	907	54
2319	908	54
2320	908	53
2321	908	53
2322	909	52
2323	909	52
2324	910	52
2325	910	51
2326	910	51
2327	911	50
2328	911	50
2329	912	50
2330	912	49
2331	913	49
2332	913	48
2333	913	48
2334	914	48
2335	914	47
2336	914	47
2337	915	46
2338	915	46
2339	916	46
2340	916	45
2341	917	45
2342	917	45
2343	918	44
2344	918	44
2345	919	43
2346	919	43
2347	919	43
2348	920	42
2349	920	42
2350	920	41
2351	921	41
2352	921	41
2353	921	40
2354	922	40
2355	922	39
2356	923	39
2357	923	39
2358	923	38
2359	924	38
2360	924	37
2361	924	37
2362	925	37
2363	925	36
2364	925	36
2365	926	36
2366	926	35
2367	927	35
2368	927	34
2369	927	34
2370	928	34
2371	928	33
2372	928	33
2373	929	32
2374	929	32
2375	929	32
2376	930	31
2377	930	31
2378	931	30
2379	931	30
2380	932	30
2381	932	29
2382	933	29
2383	933	28
2384	934	28
2385	934	28
2386	934	27
2387	935	27
2388	935	27
2389	936	26
2390	936	26
2391	936	25
2392	937	25
2393	937	25
2394	937	24
2395	938	24
2396	938	23
2397	939	23
2398	939	23
2399	939	22
2400	940	22
2401	940	21
2402	940	21
2403	941	21
2404	941	20
2405	942	20
2406	942	19
2407	942	19
2408	943	19
2409	943	18
2410	943	18
2411	944	18
2412	944	17
2413	944	17
2414	945	16
2415	945	16
2416	946	16
2417	946	15
2418	946	15
2419	947	14
2420	947	14
2421	948	14
2422	948	13
2423	949	13
2424	949	12
2425	949	12
2426	950	12
2427	950	11
2428	951	11
2429	951	10
2430	951	10
2431	952	10
2432	952	9
2433	952	9
2434	953	9
2435	953	8
2436	954	8
2437	954	7
2438	954	7
2439	955	7
2440	955	6
2441	955	6
2442	956	5
2443	956	5
2444	956	5
2445	957	4
2446	957	4
2447	957	3
2448	958	3
2449	958	3
2450	959	2
2451	959	2
2452	959	1
2453	960	1
2454	960	1
2455	960	0
2456	961	0
2457	961	0
